id,price
38588209,3890
38420172,1290
38085659,1490
38587698,1320
37617417,680
38104984,465
38392937,2189
36586510,990
38496121,3630
38528875,459
38173748,630
38349985,1100
38311644,880
38522004,570
38375100,890
38455287,2090
38610780,1549
38116405,1850
37879357,669
35562799,2200
38596363,350
38475641,1180
38467459,510
38524552,3530
38406037,600
38383275,2320
38104910,299
38490109,1630
38194902,4650
36960082,3790
38333868,1229
38096675,4190
38309564,9999
38343966,1230
38358985,750
38258118,999
38391685,1099
37310300,335
38338007,2250
38507983,2920
38565341,630
36781327,570
38274328,5550
38620497,420
38360191,1350
37727969,770
38491463,1600
38580021,2370
38522857,630
38620522,5120
38526028,3460
38159789,299
38401447,2150
38510535,2070
38528162,2490
38367215,649
38432011,3930
38307245,1100
38229106,4950
38387090,9999
37087066,320
38450311,2820
37957597,1350
38555117,940
38575212,3550
38457260,1830
38505759,770
38582039,4249
38631309,890
38530226,1090
38338465,1300
38067326,950
36863866,1350
37840119,1550
37823666,990
38599907,950
38435953,1190
38415478,1480
38574030,3690
37596947,3890
38452246,1750
38584196,3039
37412416,979
38571081,930
37936379,1090
38501547,1750
38636509,1930
38416969,1640
38103455,1070
38261835,3450
38617813,3320
38439647,2490
37935062,1999
38447443,1699
38323729,3250
38375146,1898
38586840,2830
38194938,3390
38589318,1599
38406970,1550
38504187,990
38499190,1740
38024381,1249
38253928,3190
38004439,1799
38574792,6950
38519231,3590
38326909,2150
38352093,1050
38432350,3790
38198325,5699
38027646,2940
37746757,1490
37594008,2190
38315477,2150
38621051,3650
37821293,2799
38427575,3150
38590050,1200
37644163,520
38555248,1990
38487586,1835
38477150,2950
38567743,4079
38082740,2250
38388521,3590
38264318,1985
38519335,2499
38447452,1290
38375157,6590
38344409,930
38420711,3140
38456869,4270
38109555,1630
38491471,5390
38295399,2090
38344402,1399
38277088,3140
38066192,5980
37996671,2390
38567013,2340
38333593,335
38574783,1790
38394242,1050
38482181,1250
38238709,2690
38440740,2340
38198326,4600
38619819,1650
38455064,1290
37244026,1550
38527171,2950
38282104,9999
38599960,425
38452498,1440
38632029,5200
36923823,1760
38064539,2330
38338397,1130
38535215,1330
38632708,1560
38338367,2200
38535234,1870
38535285,1370
38229808,2910
38599658,1330
38429580,2350
38363037,1100
38396155,890
38422852,7310
38159908,340
38513396,950
38469736,1680
38148232,999
38482194,270
37937190,899
38504547,2640
38185354,4190
38521696,2730
37390577,250
38603487,599
38019846,650
38507676,1399
38272614,2975
38484258,1299
38415997,2760
37968522,210
37433520,1080
38373936,2700
38145549,2350
38549831,399
38474804,1160
37920807,1090
38397545,2990
38581135,1499
38511346,4090
38371554,2820
38617205,750
38045057,3299
38224626,1070
37978247,1600
38490297,1199
38570061,1355
38452528,2230
38535649,199
38510875,999
37365279,890
38562699,255
37568745,2710
38377324,599
38483974,1360
37700463,1799
37946356,630
38553633,530
37942086,1999
38339357,4550
38617418,1180
38501150,2380
38392778,2460
38347443,2350
38351572,1190
37843930,1000
38497277,3150
38084400,5099
38288331,1440
38615812,590
38250602,3150
37740667,2050
38408995,1390
38142892,2350
38455664,599
38541594,209
38559803,1300
38379960,390
38627519,1350
37706729,1280
38585960,880
37896947,2650
37113391,950
38425074,2150
37784549,2080
38535280,560
38271859,3899
38323055,470
38044159,1419
38484894,720
38615172,1750
38410847,2990
38226133,190
38187130,1650
38585595,9999
38607467,2450
38335472,1490
38162559,4999
38617310,2490
38600197,1580
38338878,2650
38490372,620
38237803,1065
38396149,710
38577700,2620
35914509,880
38572271,1599
38635931,670
38553846,1099
38427238,3130
38370047,2800
38253723,2359
38580328,2650
38075038,1090
38580916,1299
38476059,4890
38580946,2130
38445936,450
38368145,2220
38056321,2870
35372635,2300
38115439,245
38623857,1480
36899366,790
38372217,1950
38421240,1550
38525891,1700
38622311,1390
37855597,1160
37267024,499
36199310,2100
37782286,1540
38635600,9999
38334800,850
38308718,1430
38507621,3333
38474236,1490
38187690,250
38607733,619
37599945,420
38350882,2999
38418013,4799
38490718,570
37768510,790
38425479,288
38426141,3190
38396483,2320
38371985,480
37957817,4650
38527257,1920
38406466,3950
38029767,4499
38555955,930
38424757,390
37919555,3790
38490614,450
38491070,449
38516253,1290
38394431,2699
38011031,420
38596739,2850
38079056,570
37863623,2080
38357040,1050
37718896,770
38620795,3390
38362651,1650
38466059,550
38085882,2590
38567018,2700
38544053,1670
37244974,2780
38604361,990
37690345,5850
38508701,450
37654155,889
38157097,2650
38618628,2890
38058942,1170
38240997,690
38558485,1830
38623755,3180
38568063,3260
37875047,1660
38544330,399
38622387,390
38549018,350
38560088,1790
37480986,850
38139398,850
38529535,1380
38009234,4590
38034526,1350
37738510,1150
37497593,540
38586494,1720
38060435,420
38434924,3699
37073279,320
38451965,2050
38634440,1450
38537035,390
38518315,3999
38392258,640
38492187,490
38510786,1490
38322253,1550
38623875,1749
38599138,1150
38221380,1250
38321129,3390
38383665,800
38562371,1360
38607871,3550
36575617,590
37723751,1460
38431116,4799
38539922,289
38124032,1290
38576840,999
38283902,290
38384211,2590
38179038,519
38144234,2150
38301212,1730
37802645,450
38261124,2249
38445830,670
38578615,3650
38431033,1960
38299699,3299
38611433,699
38598984,1119
38495059,2350
38434837,3050
38525170,1240
38517046,3490
38398759,680
38581114,1150
38213918,350
36806349,1799
37929389,2240
38617496,2030
38562385,2040
38553857,4690
38084104,320
38239831,625
38495141,1680
38604413,640
38620607,930
36989801,540
38419956,1550
38508144,2680
38626823,1990
38133301,3490
38327117,380
38451374,1990
38142342,929
38609183,899
38386211,2399
38443042,1079
38580615,4699
38104829,1999
38396750,1690
38454169,1150
38237110,3230
37740696,2499
38403599,1349
35226054,3230
38632819,3900
38535566,2080
37568859,670
38498966,1070
38025400,590
38615641,1550
38517012,1250
38463020,1960
38156894,890
38273139,4570
38562404,1090
38480242,1449
38534241,2500
38625348,2490
37829036,310
38441527,499
38587215,1590
38611657,1450
38070912,1590
37474364,459
38566060,169
38484450,2290
38024469,1030
38531745,2430
37957195,390
38343482,1290
38572891,1200
38248633,450
38617341,1899
38189339,3990
38613784,2270
38541761,4490
38462010,4300
37215064,620
38286122,1650
38617984,1550
38512145,3479
38333420,1670
38563342,1190
38539584,300
38002825,9999
38625403,520
38580417,620
38490423,2050
38589298,2370
38548268,1760
38558271,1690
38583279,3230
38314954,3650
38511406,5150
38547626,549
38570569,1639
38058740,1440
38570092,1620
38529516,450
38517459,2950
37908480,3500
38585953,650
38293658,2050
38375584,1130
38403058,1450
38078846,245
38611682,2180
38584648,3140
38543415,950
38389293,1570
38495032,1779
38275875,550
38588444,2560
38539617,1350
38261335,520
38555367,890
37887961,1390
38539667,320
37710436,1190
37949925,799
38371877,3410
38494368,980
38259617,1120
38615830,740
38638365,1950
38203907,2290
38564331,1330
38530674,590
36774087,240
38439853,1620
37878942,2099
38019407,2170
38555998,450
38304451,1970
38484945,1290
38379919,1380
38637912,1950
36927701,350
38168861,2090
38437915,3950
38547576,1340
37950715,1890
38504119,3390
38541832,3090
37707505,5449
38519218,1950
38302447,3390
38497267,2480
38530735,5030
38496625,2200
38406096,3370
38540104,1790
38486766,4060
38353571,1150
38164358,1950
38562841,2350
38540292,1799
38590049,2750
38345331,2460
38601922,3150
38579194,2720
37842152,870
38439616,1580
38398847,3499
38252976,3580
38571943,1140
38527738,1317
38393331,2550
38305898,2090
38434508,2350
38287656,1190
37961010,1330
38361186,3190
38316680,3699
38411843,4200
38532369,3790
37863836,1520
38284014,3420
38580091,690
37991573,2770
37637032,2090
38272440,990
38072019,2870
38078889,1990
37978332,1070
38200323,1280
38106484,3690
38636510,1790
38409694,880
38579196,2200
38053468,1850
38638390,920
38446672,2790
38638457,2199
38310740,1690
38452241,1990
37225029,1060
38070850,2390
36974943,1080
38527167,3500
38590053,2040
37157755,1220
38478808,1250
38488382,4150
38217650,2390
38522061,2300
38636503,1330
38122578,1070
38373454,3720
38361914,3550
38614879,860
37797460,1050
38549796,2350
38560500,2350
38384573,2390
38571237,2750
38633310,4090
38583460,3120
37992213,1880
38583470,4830
38600524,1440
38608278,1670
38499182,4350
38198975,2299
38361910,2770
38625695,1960
38446669,4990
37961828,3590
38638461,8990
38178939,840
37419056,310
37779707,790
38490659,1350
38230688,3590
38547580,4780
38426648,1190
38147566,2000
38494328,1240
37892758,2560
38543985,5490
38241857,870
38583462,4999
38514324,3050
37136109,3450
38418745,1690
38287658,790
38554187,1690
38351447,235
38490655,1170
38559054,1300
38224965,4050
38618636,1350
37920935,1550
38422421,4050
36655591,1900
38474195,1860
37813664,4290
38582714,2420
38582704,4050
38396849,3790
38494830,1680
38541171,2520
38368158,850
38619249,1699
38046986,4290
38158705,4160
38375145,1170
38315478,1980
37367800,1590
38238908,3720
38539887,3960
38482214,4070
38616102,4300
38553965,2270
38271566,770
36179776,470
38604120,3399
38295451,420
37452264,360
38604314,4650
38148903,370
38392848,320
38632896,480
38304502,480
38035872,350
38547821,3050
37752276,1230
36907686,480
38226842,299
37553177,470
38231072,5190
38470339,3895
38306882,2190
38392835,970
38001681,1380
38362619,1570
38214179,3499
38373661,2350
38400060,350
38291214,2260
38174055,2140
38465395,1445
38410270,670
38548287,1620
38315975,1645
38426755,1570
38185656,630
38632115,2680
38133423,1100
38506098,2820
38558764,1480
38512384,2570
38613016,750
38606592,1000
38611701,1540
38454348,2550
38333287,900
38506285,1690
38061511,1800
38102734,3770
38334000,3670
38611471,2700
38578319,1860
37501734,2730
38585892,1210
38556071,1130
37962566,3290
38055855,4150
38351017,4690
38633680,4450
38342474,4830
38511110,4320
38601918,3670
38349269,4830
38636835,4450
38262901,3850
38362518,4650
38588294,1599
38198178,1730
38590373,2130
38588575,3580
38237393,265
38579525,575
38196547,315
38099371,365
38321607,195
38462433,290
38099311,365
38283247,265
38420790,1175
38464262,1650
38420875,325
38322173,1199
38438762,2950
38392563,1680
38601911,9999
38500892,2980
38295385,919
38336361,4190
38599655,4250
38608271,2099
37924317,870
36891549,2150
38378584,1599
38478806,3870
38342756,4190
38577948,1580
38271533,2350
38353566,1449
38388514,970
38537315,1720
38578390,2530
38392567,2850
37996632,4450
38361900,7890
38166879,1060
38504801,3090
35817118,3490
38179288,3390
37475485,2150
38426640,2100
37954652,380
38608268,990
38607531,5920
38346869,990
38541164,1580
38334132,1620
38510409,970
38600371,1819
38151050,4970
38524799,9999
38586827,1880
38332349,1319
38554167,1350
38369204,1720
38505163,2359
38302441,239
38486752,4090
38560336,4570
38633301,3290
38557894,1640
38162434,3899
38499958,1550
37742501,1190
38541161,3690
38595722,2720
38511563,2860
38601235,1650
38601225,2220
38495320,2350
38486746,990
38523989,1250
38351901,5590
38541168,4890
38578385,3590
38416711,2400
38535058,1350
38111058,3690
38363153,1050
38394219,3390
37480861,2990
38605571,1150
37365069,3490
38230648,2560
38571441,2640
38226023,4090
38479471,3490
38416708,1640
38515259,790
37980049,1400
37466167,1620
38596267,1640
38382978,2550
38538394,1180
38291287,2090
38188095,750
38382908,820
38401236,1550
38528174,1650
38614839,3980
38616854,3650
38454933,4270
37979382,1250
38300725,1200
38165884,1050
38376469,819
38186806,390
38418095,3790
38524084,2950
38518017,3590
38426048,2999
38309521,3250
37817656,2799
38466888,4290
37602515,890
38239394,3190
38605981,499
37949431,1390
38596548,3850
38595734,1870
38451094,630
38342469,1399
38237535,2690
38122702,1690
38632716,800
37695340,3480
38333578,335
37745673,1490
38198340,480
38540978,1150
34964670,4500
38522704,795
38438106,1699
38387037,750
37954676,730
38496007,1740
37644161,520
38343997,780
37883582,1290
38588055,1200
38579434,1690
38516666,2499
38577661,1599
38264310,1985
37315717,1470
38536305,920
38567136,950
38479782,1250
38300894,2149
38446501,990
38544771,1889
38637369,660
38446436,1420
38069412,1740
37510146,190
38247659,1690
38532306,1440
38317156,2150
38323661,1240
37827978,450
38538468,1730
38046836,2030
38603855,695
38126733,6680
38542631,340
37898200,599
38274917,1150
37578732,2190
38522512,2290
38417843,3140
38149582,680
38122870,400
38405208,3557
38621147,2199
38190164,3990
38085818,1070
38599958,425
38066050,630
37107053,520
38622420,1930
38567870,6950
37541259,830
37016719,350
37928715,1999
38010840,1249
38338404,930
38366698,1540
38396929,925
38489172,5390
38528813,1570
38372467,1898
38190275,259
38194459,570
38563458,890
37995561,2390
38457146,720
38252169,3450
38175748,1550
38594315,690
38559671,1290
38549431,1990
38301551,2150
38519970,7799
38106910,1630
38425740,3150
38587550,2620
38616193,850
38483202,1255
38481769,880
38559730,2340
38186897,290
38481365,2059
37359435,430
38032652,290
38567040,1650
38090539,729
38231099,2395
38283098,560
38440297,1290
38270786,9999
38547331,3500
37918494,510
38468944,795
38173738,270
38282922,1440
38379275,3590
37531399,1440
37244019,1550
37995726,550
38373042,6590
38426580,2340
38466665,1500
38610935,1650
38408009,490
37006663,1399
38217142,3390
38340030,1150
38595638,1299
38571296,539
38577543,2830
38569140,1790
37758457,1190
38473114,2950
38496086,990
37087092,290
38010769,1399
38186976,3390
38494191,2190
38377130,1050
37821681,660
38010112,330
38557357,3490
38405374,1640
38565767,4079
38193131,4600
38603870,755
38444894,499
37256950,2170
37867466,990
38440280,1399
38465384,750
38435947,1390
38081830,2250
38612362,3320
38528132,540
38065515,5980
38272463,3140
38526382,530
38186141,5699
38022503,2940
38352090,1050
38442232,1290
38485335,1835
38254409,890
38354695,1460
38088553,1070
38418210,399
38502173,5800
37856469,430
38591784,1490
38053538,620
38631310,1080
38119187,1900
38405310,1710
38003898,1799
38579371,1150
38497393,1750
38475437,600
38581581,1330
38422335,320
38425605,1750
38211525,2940
38426586,2490
38636631,990
38511778,1999
38538913,690
37948046,1099
37948045,2150
38287043,2650
37948043,1650
38047707,1690
38218539,990
38304492,4590
38263612,2180
38525235,3530
38415097,1580
38590554,499
38549111,8150
38523720,560
38498362,1770
38398020,880
38140705,340
38606816,2620
38607533,2429
38418729,830
38418739,3140
38517026,799
38166828,9999
38090693,4599
38097930,1820
38544170,490
38586073,689
38571713,1140
38158987,1950
38101576,3690
38586531,580
36008479,1480
37223626,1770
38531546,2590
38421399,3900
38107272,4190
38092154,1230
38269322,2571
38609044,1730
38574714,420
38478356,750
38487022,4150
38463718,650
37839555,870
38499944,1050
38158205,1530
38633164,4250
38393316,940
38203999,620
38546186,2080
38287648,1200
38297416,1990
38601590,720
37653166,560
38578514,2950
38383287,2390
38567978,2500
38519436,1370
38387983,1950
37748871,400
38519753,720
38519212,2299
38631636,4090
38478648,1520
37864543,1020
38636489,1100
38581811,1650
35914341,1900
38451726,1590
38471952,4060
38571177,2020
38560491,3649
38494773,490
38619559,1040
35766932,2100
38574775,990
36945487,490
38142344,500
38361629,850
38142145,1390
38206186,2390
38374204,1330
38603932,1350
38367972,850
38443785,550
38524000,3190
36410189,1220
38634337,1790
37246545,9999
38637463,1130
38208475,600
38547461,2530
38135358,1750
38326458,1999
38618828,2650
38349822,1880
38525497,2680
38569552,430
37422726,1480
38367849,800
38419911,3390
38394522,3790
38526593,1799
37546421,2450
37770740,1490
38632394,3970
38579115,1169
38529223,3550
38628094,920
38052254,1850
38222426,990
38424928,2490
36666231,2350
38394229,2170
38615986,700
36565613,650
38077370,1990
38439607,700
38113359,1070
37699878,2150
38626199,3550
36685890,530
38594943,3150
38455766,590
37687794,1375
38011386,410
37803626,4290
38338744,550
38321902,680
38578932,690
38357993,2770
38508921,1490
38521898,2680
38482167,4000
38603948,1330
38535444,270
38601238,2040
38535454,1790
38553791,5290
38141925,2000
36108825,400
38079265,780
38492735,2200
37927323,1059
37988845,1860
38469232,980
38584516,690
37049291,230
38407106,4050
38527983,3250
38526663,3090
38383807,2550
38520448,3761
37742813,550
37818374,1920
37042782,1590
37800370,1250
38636364,1350
38585889,1790
38066249,1410
38286009,1330
38291163,2090
37947995,1890
38322735,3720
38582689,500
38215975,380
38351854,210
38299952,3390
38263611,1950
37942700,2189
38511391,2730
38259552,990
38523995,2190
37589679,890
38064442,720
38575567,4050
38139985,2955
37964712,1080
38301936,1980
38108742,1390
38547078,4090
38346870,890
38483983,480
38370253,1170
38400011,1340
38604720,4290
38148365,1250
38619232,1350
38566051,1339
38331066,6213
38019284,400
38522859,1940
38150769,3690
38207679,950
38174908,1150
38286212,1190
35451251,1020
38167769,1550
38286762,4790
38302428,850
38590801,1150
37779824,1880
38583411,2470
37897752,1280
38224062,4050
38353568,3550
38406088,2970
38203638,3130
38378382,2650
38632185,1330
38090644,3050
38157127,910
38185264,2299
38540086,5490
38288333,1890
38626080,1790
37364095,1590
37658318,2860
38386431,3450
37948357,2169
37990856,2770
38512178,1317
38515962,1750
38554227,1300
38623542,1229
37913591,1550
37854099,1520
38508568,1950
37877826,2500
38628087,8990
38398095,4200
38244234,3490
38042204,370
38608267,2640
38287545,1030
38414886,1950
37988021,1120
38591443,2330
38437905,1990
38306386,1250
38260849,810
38398941,3370
38582622,4999
38316209,6180
37802215,2149
38496716,4350
38166635,1930
37419053,310
36477944,1100
38567753,1599
38595012,1670
37931149,1729
38582394,4830
38439745,2790
37960312,2710
38478444,1250
38554451,1899
38067751,2870
38422082,220
38543779,1340
38574578,1090
38573910,2800
37906649,400
38401594,1090
38597509,530
38064167,2390
37943357,970
37589965,899
38513558,3050
38334129,2910
38557873,2250
38635675,700
38492829,1590
38375523,1340
38258444,1950
38620041,980
38392570,1130
38310788,2050
38397731,4350
38436363,4990
38236391,870
38494901,1170
37868266,230
38169764,2570
38310731,1690
38578373,380
38548304,2899
38484943,1240
38513090,2300
38072977,225
38450751,450
38538892,2640
38578577,2200
38528963,1920
38486650,1050
38525514,2220
38468499,2850
38451168,1990
38536016,879
37637054,330
38424903,3950
38097924,780
38618505,2650
38424620,2350
38353379,2600
38544039,770
36008501,630
38429450,1580
38517580,892
38130179,770
38611170,860
37883939,4370
38339368,7650
38495094,2070
38586602,4350
38054623,350
38236847,3580
38379771,1670
38623648,730
37777963,790
37867607,580
38626122,580
38280747,2700
38553929,1690
38353126,1150
36562608,870
38582981,3120
38024474,3300
38185798,1280
38605281,1670
38515270,2690
38511382,1680
37849466,1730
38591441,1900
38360033,3190
37703949,5449
38539824,4780
36970797,1080
38596179,200
38533707,2520
37116528,6399
38558226,850
37779880,230
38535456,640
38567761,2870
37794114,1050
38518321,730
38062053,4080
38555842,230
38441826,850
38537230,339
38569703,3390
38611171,5690
38519271,3500
38491699,3369
38477140,4790
38015373,4350
38161205,250
38574769,2430
37135956,899
37898339,540
38544886,3250
38570483,3490
38334816,800
38487652,2480
38603926,1550
38548935,1960
38381624,1950
38473970,2430
38186750,1470
38400861,1890
38558588,2350
38374247,219
38502502,950
37225024,1060
38233581,690
38400274,3550
37905186,4290
38486747,3850
38454739,1540
38611149,3570
38549791,2199
38614287,2950
37890779,1490
38523999,2690
38474502,3350
37536093,599
38495878,3090
38369881,3190
38447437,730
38419403,1190
37355071,2450
38150194,4160
37975805,1070
38161563,810
38598550,1440
37593917,640
38510620,3990
38043339,2950
38637263,520
38603935,2450
36118615,580
38553841,1400
38248955,1279
38510401,1690
38543824,1179
38537839,1190
38562130,570
38463739,1860
37167192,399
38482424,1680
38619328,3190
38531098,3790
38258814,1530
38189835,660
38172256,840
38495966,3390
38558529,2350
38314496,3280
37952043,1330
37992318,820
38523981,1350
38634361,3800
37958112,3590
37650564,390
36520201,650
38039099,4290
38546341,2350
38617943,1350
38566151,1030
38186628,990
38415883,1690
38488671,1460
38509054,1279
38581082,3790
38122282,2550
38347043,1750
37543532,815
38612701,719
38382148,3480
38221425,3590
38477122,5200
38430122,3090
38238713,470
38615874,1699
38406923,180
38130573,910
38322751,1580
38582675,2180
35571876,3450
38511385,890
38273698,530
38293867,950
37892464,2560
38230183,689
38578199,2420
38520140,2580
38098661,2299
37198531,315
38350185,3260
38505445,6935
38564392,3180
38261140,799
38340107,3400
38578192,2720
38523589,5030
38532364,1630
38588941,2750
38115767,1570
38517305,4090
38623657,2030
38114612,3690
38486172,1350
38621974,1400
38357614,3720
38394456,3499
38323865,1899
38582636,1890
37828815,1310
35952668,200
38283937,790
38468484,1370
38302432,1930
38587043,2040
38570216,4050
37984858,1880
38573913,3660
37987158,630
38619219,4750
38625793,2199
37630153,2090
38276075,3420
38265707,1840
38315604,3699
38625687,1480
38543691,500
38558662,1555
38488513,1170
38351445,235
38614170,4700
38239587,5620
38362423,1899
38575177,1480
38243469,5140
38382419,3120
38626082,2720
38525404,2319
38525410,2449
38525465,1450
38231809,3720
38533421,3960
38375113,540
38545955,2270
38626282,920
38179384,6790
